filename,resource_kind,label,category,subtype,expected_constraint,outcome,predicted_label,latency_ms,denial_messages
compliant/compliant-pod-0194.yaml,Pod,0,none,none,,ADMITTED,0,1757.42,
compliant/compliant-pod-0195.yaml,Pod,0,none,none,,ADMITTED,0,1468.66,
compliant/compliant-pod-0196.yaml,Pod,0,none,none,,ADMITTED,0,1715.4,
compliant/compliant-pod-0197.yaml,Pod,0,none,none,,ADMITTED,0,1715.41,
compliant/compliant-pod-0198.yaml,Pod,0,none,none,,ADMITTED,0,1753.45,
compliant/compliant-pod-0199.yaml,Pod,0,none,none,,ADMITTED,0,1673.87,
compliant/compliant-pod-0200.yaml,Pod,0,none,none,,ADMITTED,0,1678.85,
compliant/compliant-pod-0201.yaml,Pod,0,none,none,,ADMITTED,0,1693.41,
compliant/compliant-pod-0202.yaml,Pod,0,none,none,,ADMITTED,0,1915.12,
compliant/compliant-pod-0203.yaml,Pod,0,none,none,,ADMITTED,0,1815.81,
compliant/compliant-pod-0204.yaml,Pod,0,none,none,,ADMITTED,0,1767.15,
compliant/compliant-pod-0205.yaml,Pod,0,none,none,,ADMITTED,0,1760.58,
compliant/compliant-pod-0206.yaml,Pod,0,none,none,,ADMITTED,0,1715.24,
compliant/compliant-pod-0207.yaml,Pod,0,none,none,,ADMITTED,0,1780.35,
compliant/compliant-pod-0208.yaml,Pod,0,none,none,,ADMITTED,0,1761.99,
compliant/compliant-pod-0209.yaml,Pod,0,none,none,,ADMITTED,0,1711.33,
compliant/compliant-pod-0210.yaml,Pod,0,none,none,,ADMITTED,0,1791.71,
compliant/compliant-pod-0211.yaml,Pod,0,none,none,,ADMITTED,0,1571.26,
compliant/compliant-pod-0212.yaml,Pod,0,none,none,,ADMITTED,0,1713.75,
compliant/compliant-pod-0213.yaml,Pod,0,none,none,,ADMITTED,0,1789.53,
compliant/compliant-pod-0214.yaml,Pod,0,none,none,,ADMITTED,0,1626.58,
compliant/compliant-pod-0215.yaml,Pod,0,none,none,,ADMITTED,0,1736.57,
compliant/compliant-pod-0216.yaml,Pod,0,none,none,,ADMITTED,0,1678.32,
compliant/compliant-pod-0217.yaml,Pod,0,none,none,,ADMITTED,0,1684.04,
compliant/compliant-pod-0218.yaml,Pod,0,none,none,,ADMITTED,0,1835.17,
compliant/compliant-pod-0219.yaml,Pod,0,none,none,,ADMITTED,0,1771.26,
compliant/compliant-pod-0220.yaml,Pod,0,none,none,,ADMITTED,0,1642.36,
compliant/compliant-pod-0221.yaml,Pod,0,none,none,,ADMITTED,0,1810.87,
compliant/compliant-pod-0222.yaml,Pod,0,none,none,,ADMITTED,0,1685.45,
compliant/compliant-pod-0223.yaml,Pod,0,none,none,,ADMITTED,0,1776.15,
compliant/compliant-pod-0224.yaml,Pod,0,none,none,,ADMITTED,0,1684.76,
compliant/compliant-pod-0225.yaml,Pod,0,none,none,,ADMITTED,0,1711.16,
compliant/compliant-pod-0226.yaml,Pod,0,none,none,,ADMITTED,0,1746.69,
compliant/compliant-pod-0227.yaml,Pod,0,none,none,,ADMITTED,0,1638.78,
compliant/compliant-pod-0228.yaml,Pod,0,none,none,,ADMITTED,0,1618.34,
compliant/compliant-pod-0229.yaml,Pod,0,none,none,,ADMITTED,0,1662.15,
compliant/compliant-pod-0230.yaml,Pod,0,none,none,,ADMITTED,0,1547.54,
compliant/compliant-pod-0231.yaml,Pod,0,none,none,,ADMITTED,0,1608.94,
compliant/compliant-pod-0232.yaml,Pod,0,none,none,,ADMITTED,0,1594.21,
compliant/compliant-pod-0233.yaml,Pod,0,none,none,,ADMITTED,0,1622.08,
compliant/compliant-pod-0234.yaml,Pod,0,none,none,,ADMITTED,0,1674.84,
compliant/compliant-pod-0235.yaml,Pod,0,none,none,,ADMITTED,0,1926.07,
compliant/compliant-pod-0236.yaml,Pod,0,none,none,,ADMITTED,0,1882.27,
compliant/compliant-pod-0237.yaml,Pod,0,none,none,,ADMITTED,0,1826.19,
compliant/compliant-pod-0238.yaml,Pod,0,none,none,,ADMITTED,0,1847.18,
compliant/compliant-pod-0239.yaml,Pod,0,none,none,,ADMITTED,0,1773.13,
compliant/compliant-pod-0240.yaml,Pod,0,none,none,,ADMITTED,0,1742.31,
compliant/compliant-pod-0241.yaml,Pod,0,none,none,,ADMITTED,0,1794.24,
compliant/compliant-pod-0242.yaml,Pod,0,none,none,,ADMITTED,0,1813.91,
compliant/compliant-pod-0243.yaml,Pod,0,none,none,,ADMITTED,0,1732.18,
compliant/compliant-pod-0244.yaml,Pod,0,none,none,,ADMITTED,0,1392.46,
compliant/compliant-pod-0245.yaml,Pod,0,none,none,,ADMITTED,0,1714.85,
compliant/compliant-pod-0246.yaml,Pod,0,none,none,,ADMITTED,0,1720.13,
compliant/compliant-pod-0247.yaml,Pod,0,none,none,,ADMITTED,0,1752.61,
compliant/compliant-pod-0248.yaml,Pod,0,none,none,,ADMITTED,0,1721.42,
compliant/compliant-pod-0249.yaml,Pod,0,none,none,,ADMITTED,0,1615.03,
compliant/compliant-pod-0250.yaml,Pod,0,none,none,,ADMITTED,0,1774.28,
compliant/compliant-pod-0251.yaml,Pod,0,none,none,,ADMITTED,0,1843.86,
compliant/compliant-pod-0252.yaml,Pod,0,none,none,,ADMITTED,0,1785.42,
compliant/compliant-pod-0253.yaml,Pod,0,none,none,,ADMITTED,0,1797.12,
compliant/compliant-pod-0254.yaml,Pod,0,none,none,,ADMITTED,0,1778.59,
compliant/compliant-pod-0255.yaml,Pod,0,none,none,,ADMITTED,0,1644.2,
compliant/compliant-pod-0256.yaml,Pod,0,none,none,,ADMITTED,0,1743.93,
compliant/compliant-pod-0257.yaml,Pod,0,none,none,,ADMITTED,0,1778.22,
compliant/compliant-pod-0258.yaml,Pod,0,none,none,,ADMITTED,0,1787.03,
compliant/compliant-pod-0259.yaml,Pod,0,none,none,,ADMITTED,0,1734.94,
compliant/compliant-pod-0260.yaml,Pod,0,none,none,,ADMITTED,0,1615.92,
compliant/compliant-pod-0261.yaml,Pod,0,none,none,,ADMITTED,0,1825.64,
compliant/compliant-pod-0262.yaml,Pod,0,none,none,,ADMITTED,0,1785.46,
compliant/compliant-pod-0263.yaml,Pod,0,none,none,,ADMITTED,0,1789.02,
compliant/compliant-pod-0264.yaml,Pod,0,none,none,,ADMITTED,0,1742.67,
compliant/compliant-pod-0265.yaml,Pod,0,none,none,,ADMITTED,0,1700.03,
compliant/compliant-pod-0266.yaml,Pod,0,none,none,,ADMITTED,0,1788.5,
compliant/compliant-pod-0267.yaml,Pod,0,none,none,,ADMITTED,0,1817.71,
compliant/compliant-pod-0268.yaml,Pod,0,none,none,,ADMITTED,0,1770.04,
compliant/compliant-pod-0269.yaml,Pod,0,none,none,,ADMITTED,0,1662.84,
